Company Name,Address,Phone Number,Website (Profile Link),Description,Contacted,Date Contacted,Response Received,Response Date,Notes
Pula Spar,"Block6 Palm Groove Complex, P.O.Box 281, Gaborone, Botswana",+267 393 5657,https://www.localbotswana.com/company/3401/Pula_Spar,No description,No,,No,,
Pulies Team (pty) Ltd,"Plot 1334, Mogoditshane, Gaborone, Botswana",+267 391 6248,https://www.localbotswana.com/company/3853/Pulies_Team_pty_Ltd,No description,No,,No,,
Pula Sales Dairy,"Plot 23, Tlokweng Ind Sites, P.O.Box 2244, Gaborone, Botswana",+267 392 8522,https://www.localbotswana.com/company/3878/Pula_Sales_Dairy,No description,No,,No,,
Pula Ground Water Developers,"Plot 124, Tlokweng Rd, Gaborone, Botswana",+267 397 1574,https://www.localbotswana.com/company/4372/Pula_Ground_Water_Developers,No description,No,,No,,
Pulaesteam,"Plot 1334, Mogoditshane, Gaborone, Botswana",+267 390 7523,https://www.localbotswana.com/company/5937/Pulaesteam,No description,No,,No,,
Pula Sales Company (pty) Ltd,"Plot 23, Tlokweng, P.O.Box 2244, Gaborone, Botswana",+267 392 8075,https://www.localbotswana.com/company/6423/Pula_Sales_Company_pty_Ltd,No description,No,,No,,
Pula Financial Consultants,"P.O.Box 404504, Gaborone, Botswana",+267 7210 8521,https://www.localbotswana.com/company/6608/Pula_Financial_Consultants,No description,No,,No,,
Pumpco,"Plot 20618, Samedupe Rd, Broadhurst Ind Est, P.O.Box 1797, Gaborone, Botswana",+267 390 9698,https://www.localbotswana.com/company/5137/Pumpco,No description,No,,No,,
P W M Anticor (pty) Ltd,"Plot 50629 New Broadhurst Ind Unit 6, P.O.Box 41181, Gaborone, Botswana",+267 391 1295,https://www.localbotswana.com/company/5324/P_W_M_Anticor_pty_Ltd,No description,No,,No,,
P X Botswana (enquiries),"P.O.Box 20471, Gaborone, Botswana",+267 395 1404,https://www.localbotswana.com/company/5383/P_X_Botswana_enquiries,No description,No,,No,,
Pyramid Holdings (pty) Ltd,"Plot 22013, Kgomokasitwa Rd, Gaborone West I/Est, P.O.Box 40381, Botswana",+267 397 3593,https://www.localbotswana.com/company/3956/Pyramid_Holdings_pty_Ltd,No description,No,,No,,
Quality Management Services (pty),"Plot 5665 /5, Broadhurst Ind, Gaborone, Botswana",+267 318 1049,https://www.localbotswana.com/company/6178/Quality_Management_Services_pty,No description,No,,No,,
Rabasha Sampson Architects,"Plot 20762 Monamore Rd Block 3 Industrial, Broadhurst Ind Est, P.O.Box 2149, Gaborone, Botswana",+267 391 3159,https://www.localbotswana.com/company/7945/Rabasha_Sampson_Architects,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Radio Solutions,"Plot 170, Unit 9, Commerce Park, Gaborone, Botswana",+267 316 3993,https://www.localbotswana.com/company/4767/Radio_Solutions,No description,No,,No,,
Rahim Khan And Company,"Plot 50362 Showgrounds Office Pk, P.O.Box 1884, Gaborone, Botswana",+267 318 8988,https://www.localbotswana.com/company/8718/Rahim_Khan_And_Company,No description,No,,No,,
Raider (pty) Ltd,"Unit 9, P.O.Box 402166, Gaborone, Botswana",+267 390 2027,https://www.localbotswana.com/company/1883/Raider_pty_Ltd,No description,No,,No,,
Ramani Consultants (pty) Ltd,"Plot 157/8 Nshingo Bldg Commerce Pk, P.O.Box 1768, Gaborone, Botswana",+267 397 3415,https://www.localbotswana.com/company/7927/Ramani_Consultants_pty_Ltd,No description,No,,No,,
Ramokhua Attorneys,"Plot 8880 1st Flr Lefika Hse The African Mall Ext 2, P.O.Box 502476, Gaborone, Botswana",+267 390 8803,https://www.localbotswana.com/company/8755/Ramokhua_Attorneys,No description,No,,No,,
Rank Consult (pty) Ltd,"2 BBS Hse, Broadhurst Mall, P.O.Box 41695, Gaborone, Botswana",+267 395 6302,https://www.localbotswana.com/company/887/Rank_Consult_pty_Ltd,No description,No,,No,,
R A & Peerbhay Secreterial,"Plot 50362 Showgrounds Office Pk, P.O.Box 36, Gaborone, Botswana",+267 395 3847,https://www.localbotswana.com/company/6058/R_A_Peerbhay_Secreterial,No description,No,,No,,
2 R Construction (pty) Ltd,"Plot 20671 Mabeleapodi Block 3, Gaborone, Botswana",+267 391 8417,https://www.localbotswana.com/company/821/2_R_Construction_pty_Ltd,No description,No,,No,,
Real Estate Development Company Limited,"Plot 5624, Lejara Rd, Broadhurst Ind Est, P.O.Box 1415, Gaborone, Botswana",+267 390 8083,https://www.localbotswana.com/company/6225/Real_Estate_Development_Company_Limited,No description,No,,No,,
Realic Educational Services,"Plot 940, P.O. Box: 3110, Gaborone, Botswana",+267 390 3891,https://www.localbotswana.com/company/11864/REALIC_EDUCATIONAL_SERVICES,No description,No,,No,,
Rebel Fruits & Vegetable,"Plot 22099, Gaborone West, P.O.Box 26498, Botswana",+267 391 3497,https://www.localbotswana.com/company/4412/Rebel_Fruits_Vegetable,No description,No,,No,,
Rebatho Holding,"BBS Mall Next Opposite Spar, P.O.Box 2221, Gaborone, Botswana",+267 390 7538,https://www.localbotswana.com/company/6198/Rebatho_Holding,No description,No,,No,,
Red Dot Enterprises (pty) Ltd,"Plot 58048 Block6 Tshepiso Hse, P.O.Box 201272, Gaborone, Botswana",+267 318 4185,https://www.localbotswana.com/company/1480/Red_Dot_Enterprises_pty_Ltd,No description,No,,No,,
Red Apple Solutions,"P.O.Box 40526, Gaborone, Botswana",+267 392 7925,https://www.localbotswana.com/company/4292/Red_Apple_Solutions,No description,No,,No,,
Redo's Snack Foods,"Plot 20648 Santawane Rd, Broadhurst Ind, P.O.Box 428, Gaborone, Botswana",+267 392 2590,https://www.localbotswana.com/company/6967/Redos_Snack_Foods,No description,No,,No,,
Refined Oil Products (pty) Ltd,"Plot 10247, Cnr. Lejara & Noko Rd, Broadhurst Ind Est, Gaborone, Botswana",+267 391 2791,https://www.localbotswana.com/company/1117/Refined_Oil_Products_pty_Ltd,No description,No,,No,,
Refrigeration Engineering (pty) Ltd,"Plot 6391, Lejara Rd, P.O.Box 1430, Gaborone, Botswana",+267 395 3617,https://www.localbotswana.com/company/7628/Refrigeration_Engineering_pty_Ltd,No description,No,,No,,
Regent Life Botswana Ltd,"Plot 50370 Twin Towers Fairground Office Park, Gaborone, Botswana",+267 318 8133,https://www.localbotswana.com/company/1033/Regent_Life_Botswana_Ltd,No description,No,,No,,
Reliance Office Supplies (pty) Ltd T/a Cecil Nurse,"Plot 1247 Haile Selassie Rd Old Industrial, P.O.Box 1084, Gaborone, Botswana",+267 395 6578,https://www.localbotswana.com/company/3940/Reliance_Office_Supplies_pty_Ltd_Ta_Cecil_Nurse,No description,No,,No,,
Rep Agencies,"P.O.Box 40409, Gaborone, Botswana",+267 397 2976,https://www.localbotswana.com/company/4473/Rep_Agencies,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Resource Development And Management Associates Redma,"Plot 129 Kgale Court Unit D, P.O.Box 1809, Gaborone, Botswana",+267 393 7215,https://www.localbotswana.com/company/6134/Resource_Development_And_Management_Associates_Redma,No description,No,,No,,
R F T Botswana,"Plot 43173, Phakalane, P.O.Box 1568, Gaborone, Botswana",+267 318 7500,https://www.localbotswana.com/company/1962/R_F_T_Botswana,No description,No,,No,,
Richard Lyons Attorneys,"Opposite Gaborone Sun Plot 2657 Kgori Close, P.O.Box 160, Botswana",+267 395 2364,https://www.localbotswana.com/company/8784/Richard_Lyons_Attorneys,No description,No,,No,,
Rio Douro Construction,"Gaborone, Botswana",+267 391 1267,https://www.localbotswana.com/company/6921/Rio_Douro_Construction,No description,No,,No,,
R N S Construction,"Plot 22074, Western Ind Sites, P.O.Box 41010, Gaborone, Botswana",+267 391 4875,https://www.localbotswana.com/company/6707/R_N_S_Construction,No description,No,,No,,
Rocket Fashion Clothing Manufacturers (pty) Ltd,"Plot 22054, Main Lobatse Rd, Gaborone West Ind/S, P.O.Box 41935, Botswana",+267 393 4448,https://www.localbotswana.com/company/3692/Rocket_Fashion_Clothing_Manufacturers_pty_Ltd,No description,No,,No,,
Roller Doors Manufacturing,"Plot 22039 Unit4, Takatokwane Way, Gaborone West I/Est, P.O.Box 1238, Botswana",+267 390 2500,https://www.localbotswana.com/company/4015/Roller_Doors_Manufacturing,No description,No,,No,,
Rola Botswana (bomag),"Plot 14382, Opposite Glazing Botswana, P.O.Box 403445, Gaborone",+267 316 3200,https://www.localbotswana.com/company/5163/Rola_Botswana_bomag,No description,No,,No,,
Roughton International,"1st Floor Unit 20 Kgale Mews, P.O.Box 601945, Gaborone, Botswana",+267 318 0078,https://www.localbotswana.com/company/7747/Roughton_International,No description,No,,No,,
R Plant M,"Plot 127 Kgale Crt, P.O.Box 32026, Gaborone, Botswana",+267 390 5414,https://www.localbotswana.com/company/6161/R_Plant_M,No description,No,,No,,
Rural Industries Promotions Company (botswana) Ripco,"Gaborone, Botswana",+267 365 1200,https://www.localbotswana.com/company/224/Rural_Industries_Promotions_Company_botswana_Ripco,No description,No,,No,,
Rustic Touch,"Plot 14460, Kamushongo Rd, Gaborone West I/Est, P.O.Box 753, Botswana",+267 397 2532,https://www.localbotswana.com/company/4195/Rustic_Touch,No description,No,,No,,
S A A City Center The Travelling Co Inc,"Plot 1170 Post Office Bldg, Main Mall, P.O.Box 1188, Gaborone, Botswana",+267 395 2021,https://www.localbotswana.com/company/710/S_A_A_City_Center_The_Travelling_Co_Inc,No description,No,,No,,
Sadique Kebonang Gaoboi & Co,"P.O.Box 46770, Gaborone, Botswana",+267 392 3239,https://www.localbotswana.com/company/8815/Sadique_Kebonang_Gaoboi_Co,No description,No,,No,,
Safari Computers,"Plot 22714 Phase4, P.O.Box 404583, Gaborone, Botswana",+267 392 3389,https://www.localbotswana.com/company/4312/Safari_Computers,No description,No,,No,,
Sagacity,"Plot 55 Commerce Park, P.O.Box 60628, Gaborone, Botswana",+267 395 9400,https://www.localbotswana.com/company/751/Sagacity,No description,No,,No,,
Sage Consulting (pty) Ltd,"P.O.Box 25189, Gaborone, Botswana",+267 390 7307,https://www.localbotswana.com/company/7969/Sage_Consulting_pty_Ltd,No description,No,,No,,
Sah (pty) Ltd,"Plot 1154 2A 1st Flr Main Mall, P.O.Box 2000, Gaborone, Botswana",3113678,https://www.localbotswana.com/company/4335/Sah_pty_Ltd,No description,No,,No,,
Samco (pty) Ltd,"Plot 14433, Gaborone West, P.O.Box 20864, Botswana",+267 390 2688,https://www.localbotswana.com/company/5898/Samco_pty_Ltd,No description,No,,No,,
Sang-froid (pty) Ltd,"Plot 130 Mmashoro Hse Moporoporo Rd, Broadhurst Ind, P.O.Box 601942, Gaborone, Botswana",+267 393 6887,https://www.localbotswana.com/company/1597/Sang_froid_pty_Ltd,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Sanitation Botswana (pty) Ltd,"Plot 20731 Block3, P.O.Box 41159, Gaborone, Botswana",+267 395 9578,https://www.localbotswana.com/company/4032/Sanitation_Botswana_pty_Ltd,No description,No,,No,,
Sasa Interiors,"Plot 87 Unit 5 Gaborone International Commerce Park, P.O.Box 601391, Botswana",+267 390 3558,https://www.localbotswana.com/company/7602/Sasa_Interiors,No description,No,,No,,
Savanna Safaris & Tours,"Plot 122 GIFP Unit SG Gaborone Int Fin Pk, P.O.Box 351, Botswana",+267 318 7204,https://www.localbotswana.com/company/650/Savanna_Safaris_Tours,No description,No,,No,,
Savuti Security,"Plot No 61687 Mabelapodi Road Blk 3 Ind, P.O.Box 45341, Gaborone, Botswana",+267 317 0497,https://www.localbotswana.com/company/1984/Savuti_Security,No description,No,,No,,
Scarab Marketing,"Plot 156 Unit 6 Commerce Park, PostNet Kgaleview Suite 299, Kgale View, Gaborone, Botswana",+267 392 2934,https://www.localbotswana.com/company/5715/Scarab_Marketing,No description,No,,No,,
Score - Station,"Plot 4738 Ext1, Station Rd, Madirelo Ext 6, Gaborone, Botswana",+267 391 4775,https://www.localbotswana.com/company/3320/ScoreStation,No description,No,,No,,
S D M Switchboards,"Plot 22038 Unit 3 Takatokwane Way, Gaborone West, Botswana",+267 318 6080,https://www.localbotswana.com/company/3789/S_D_M_Switchboards,No description,No,,No,,
S D V Botswana (pty) Ltd,"Plot 5625 Lejara Rd, Broadhurst Ind, Gaborone, Botswana",+267 395 1961,https://www.localbotswana.com/company/1156/S_D_V_Botswana_pty_Ltd,No description,No,,No,,
Security Systems,"Plot 99, Tlokweng, Gaborone, Botswana",+267 391 4868,https://www.localbotswana.com/company/5027/Security_Systems,No description,No,,No,,
Sectaf Architects (pty) Ltd,"Plot 102 Unit 10 FR Colombo Way G.I.C.P., P.O.Box 403619, Gaborone, Botswana",+267 316 2369,https://www.localbotswana.com/company/6646/Sectaf_Architects_pty_Ltd,No description,No,,No,,
Seedfaith Projects (pty) Ltd,"Plot 363 Ext 4, Gaborone, Botswana",+267 390 8391,https://www.localbotswana.com/company/4301/Seedfaith_Projects_pty_Ltd,No description,No,,No,,
Segopolo & Company,"Plot 119 Suite 3F Gaborone International Finance Pk, P.O.Box 391, Botswana",+267 397 3297,https://www.localbotswana.com/company/8760/Segopolo_Company,No description,No,,No,,
Seleka Springs,"Plot 1232, Cnr. Haile Selassie Rd & Molosiwa Rd, Madirelo Ext 6, Gaborone, Botswana",+267 390 3080,https://www.localbotswana.com/company/6117/Seleka_Springs,No description,No,,No,,
Selete Construction,"Plot 170 Unit14 Commerce Pk, P.O.Box 40804, Gaborone, Botswana",+267 397 5475,https://www.localbotswana.com/company/6911/Selete_Construction,No description,No,,No,,
Sembel-it,"P.O.Box 21867, Gaborone, Botswana",+267 318 7359,https://www.localbotswana.com/company/3908/Sembel_it,No description,No,,No,,
Seoposengwe Civil Engineering,"Plot 21928 Tswana Tex Complex, Broadhurst, Gaborone, Botswana",+267 318 6930,https://www.localbotswana.com/company/4591/Seoposengwe_Civil_Engineering,No description,No,,No,,
Service Putties & Oxides,"Plot 105, Tlokweng, P.O.Box 1501, Gaborone, Botswana",+267 392 8196,https://www.localbotswana.com/company/3967/Service_Putties_Oxides,No description,No,,No,,
Shah Accounting Services (pty) Ltd,"Plot 22049 Electro-Mech Bldg Kgomokasitwa Rd, P.O.Box 782, Gaborone, Botswana",+267 318 6711,https://www.localbotswana.com/company/6059/Shah_Accounting_Services_pty_Ltd,No description,No,,No,,
Sheild Electrical,"P.O.Box 502637, Gaborone, Botswana",+267 318 8268,https://www.localbotswana.com/company/4942/Sheild_Electrical,No description,No,,No,,
Shikita Sports,"Plot 6405, Tlhwane Rd, Broadhurst Ind Sites, P.O.Box 236, Gaborone, Botswana",+267 316 5492,https://www.localbotswana.com/company/4025/Shikita_Sports,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Shiripinda And Company,"Plot 126a Old Lobatse Rd, Sismo Bldg, 1st Flr, Gaborone, Botswana",+267 391 4102,https://www.localbotswana.com/company/8746/Shiripinda_And_Company,No description,No,,No,,
Siemens (pty) Ltd,"P.O.Box 403232, Gaborone, Botswana",+267 390 2682,https://www.localbotswana.com/company/496/Siemens_pty_Ltd,No description,No,,No,,
Siemens Home Appliances,"Plot 14450, Kamushongo Rd, Gaborone West I/Est, Botswana",+267 397 3206,https://www.localbotswana.com/company/5004/Siemens_Home_Appliances,No description,No,,No,,
Signage Botswana (pty) Ltd,"Gaborone, Botswana",+267 318 2464,https://www.localbotswana.com/company/4033/Signage_Botswana_pty_Ltd,No description,No,,No,,
Silk Air,"Plot 22072, Gaborone, Botswana",+267 318 6903,https://www.localbotswana.com/company/4739/Silk_Air,No description,No,,No,,
Sim Design Group,"Plot 9734 Partial Mogorogorowana Rd, P.O.Box 1969, Gaborone, Botswana",+267 397 3203,https://www.localbotswana.com/company/1589/Sim_Design_Group,No description,No,,No,,
Sistech,"Plot 22043 Unit8, Gaborone West Ind, Botswana",+267 391 1120,https://www.localbotswana.com/company/4359/Sistech,No description,No,,No,,
S K Engineering (pty) Ltd,"Plot 5643, Nakedi Rd, Broadhurst Ind Est, P.O.Box 2368, Gaborone, Botswana",+267 392 2085,https://www.localbotswana.com/company/2939/S_K_Engineering_pty_Ltd,No description,No,,No,,
Sketches Multi Media (pty) Ltd,"Gaborone, Botswana",+267 319 0940,https://www.localbotswana.com/company/7894/Sketches_Multi_Media_pty_Ltd,No description,No,,No,,
Skip Hire,"Plot 94 G.I.C.P, P.O.Box 2394, Gaborone, Botswana",+267 397 1707,https://www.localbotswana.com/company/1291/Skip_Hire,No description,No,,No,,
Skylink Travel,"Plot 169 Queens Rd Main Mall, P.O.Box 1052, Gaborone, Botswana",+267 316 2599,https://www.localbotswana.com/company/695/Skylink_Travel,No description,No,,No,,
Sky Limit Promotions (pty) Ltd,"P.O.Box 1175, Gaborone, Botswana",+267 317 0115,https://www.localbotswana.com/company/6336/Sky_Limit_Promotions_pty_Ltd,No description,No,,No,,
Snap Botswana (pty) Ltd,"Plot 20614, Magochanyama Rd, Broadhurst Ind, P.O.Box 20700, Gaborone, Botswana",+267 395 2698,https://www.localbotswana.com/company/4992/Snap_Botswana_pty_Ltd,No description,No,,No,,
Snugtop Canopies,"22118 Kgomokasitwa Rd Gaborone West Industrial, P.O.Box 601540, Botswana",+267 391 6638,https://www.localbotswana.com/company/7556/Snugtop_Canopies,No description,No,,No,,
Snv/netherlands Development Organisation,"Plot 3362, Kgatlhano Cl, Mephato Ext 12, P.O.Box 611, Gaborone, Botswana",+267 395 2413,https://www.localbotswana.com/company/4171/Snvnetherlands_Development_Organisation,No description,No,,No,,
Solar-west (pty) Ltd,"Plot 684, Noko Rd, Broadhurst Ind Est, P.O.Box 149, Gaborone, Botswana",+267 397 4597,https://www.localbotswana.com/company/2115/Solar_west_pty_Ltd,No description,No,,No,,
Solitaire Estate Agent (pty) Ltd,"Plot 115 Grnd Flr Unit 7 Kgale Mews, P.O.Box 2185, Gaborone, Botswana",+267 397 1969,https://www.localbotswana.com/company/5840/Solitaire_Estate_Agent_pty_Ltd,No description,No,,No,,
Southern Business Solutions,"Plot 43173 Phakalahe Carramba Business Park, Gaborone, Botswana",+267 395 6867,https://www.localbotswana.com/company/4253/Southern_Business_Solutions,No description,No,,No,,
Space Art Architects,"Molapo Crossing, P.O.Box 21750, Gaborone, Botswana",+267 392 4328,https://www.localbotswana.com/company/7970/Space_Art_Architects,No description,No,,No,,
Spectrum Insurance Brokers,"Plot 920, African Mall, Gaborone, Botswana",+267 350 0266,https://www.localbotswana.com/company/6032/Spectrum_Insurance_Brokers,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Spice & Flame,"Plot 13102 Ext24, Maruapula, P.O.Box 401868, Gaborone, Botswana",+267 390 4141,https://www.localbotswana.com/company/379/Spice_Flame,No description,No,,No,,
S S G R Transport,"P.O.Box 656, Gaborone, Botswana",+267 395 9739,https://www.localbotswana.com/company/5424/S_S_G_R_Transport,No description,No,,No,,
Stationery Spot,"Shop 11 Game City, Kgale View, P.O.Box 12400, Gaborone, Botswana",+267 391 0736,https://www.localbotswana.com/company/4512/Stationery_Spot,No description,No,,No,,
Star Office Supplies,"Plot 1239 Unit 3 Haile Selassie Plaza, Haile Selassie Rd, Madirelo Ext 6, P.O.Box 401823, Gaborone, Botswana",+267 390 9172,https://www.localbotswana.com/company/5710/Star_Office_Supplies,No description,No,,No,,
Standfirm Investments,"Plot 21312, Phakalane, P.O.Box 47327, Gaborone, Botswana",+267 393 6688,https://www.localbotswana.com/company/7033/Standfirm_Investments,No description,No,,No,,
Stage Lighting & Efx,"Opposite PG Timbers, P.O.Box 30918, Gaborone, Botswana",+267 391 8441,https://www.localbotswana.com/company/7607/Stage_Lighting_Efx,No description,No,,No,,
Steers Broadhurst,"Plot 13142 BBS Mall, Gaborone, Botswana",+267 393 5152,https://www.localbotswana.com/company/387/Steers_Broadhurst,No description,No,,No,,
Stirling Enterprises (pty) Ltd,"Plot 20731, Pharathe Cres, Broadhurst Ind Est, P.O.Box 402839, Gaborone, Botswana",+267 318 2320,https://www.localbotswana.com/company/5399/Stirling_Enterprises_pty_Ltd,No description,No,,No,,
Storms Roadshows,"Legolo Rd, P.O.Box 70447, Gaborone, Botswana",+267 390 9074,https://www.localbotswana.com/company/3740/Storms_Roadshows,No description,No,,No,,
Strategic Business Options,"P.O.Box 1056, Gaborone, Botswana",+267 393 8390,https://www.localbotswana.com/company/1320/Strategic_Business_Options,No description,No,,No,,
Street Beat Services,"Plot 54015 Pure Drop Shopping Complex Phase 4 Office No 10, P.O.Box 21790, Gaborone, Botswana",+267 318 2274,https://www.localbotswana.com/company/4217/Street_Beat_Services,No description,No,,No,,
Studio 54 Maun Mall,"Plot 729 Ext2 Rd, Selemelo Ext 2, P.O.Box 25177, Gaborone, Botswana",+267 393 7817,https://www.localbotswana.com/company/6554/Studio_54_Maun_Mall,No description,No,,No,,
Sukar & Sukar,"104 Tlokweng next to River Walk, P.O.Box 201375, Gaborone, Botswana",+267 390 3819,https://www.localbotswana.com/company/6578/Sukar_Sukar,No description,No,,No,,
Sulfex Media,"Plot 54015 Office No 3 Pure Drop Complex Phase 4, Gaborone, Botswana",+267 391 4715,https://www.localbotswana.com/company/6280/Sulfex_Media,No description,No,,No,,
Sumi Systems,"Plot 1109 Main Mall above Spar Supermarket, Main Mall, P.O.Box 46353, Gaborone, Botswana",+267 395 9388,https://www.localbotswana.com/company/1373/Sumi_Systems,No description,No,,No,,
Sun Couriers (uti),"Plot 43 Gaborone International Commerce Park Kgale Circle, P.O.Box 726, Botswana",+267 397 2776,https://www.localbotswana.com/company/1503/Sun_Couriers_uti,No description,No,,No,,
Sunkist Botswana,"Plot 5678, Kubu Rd, P.O.Box 40307, Gaborone, Botswana",+267 391 2915,https://www.localbotswana.com/company/2494/Sunkist_Botswana,No description,No,,No,,
Sun Guard,"Plot 43173 Carramaba Office Pk, Phakalane, P.O.Box 47661, Gaborone, Botswana",+267 391 3837,https://www.localbotswana.com/company/6948/Sun_Guard,No description,No,,No,,
Super Cycle Industries,"Plot 1270 BK Hse Luthuli Rd, Gaborone West Ind, P.O.Box 201036, Botswana",+267 390 5996,https://www.localbotswana.com/company/2531/Super_Cycle_Industries,No description,No,,No,,
Supreme Furnishers Broadhurst,"Plot 5619, Cnr. Lejara & Kubu Rd, Gaborone, Botswana",+267 390 1916,https://www.localbotswana.com/company/2567/Supreme_Furnishers_Broadhurst,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Supa Veg,"Plot 17970, Gaborone West, Botswana",+267 391 8575,https://www.localbotswana.com/company/3591/Supa_Veg,No description,No,,No,,
Supreme Council For Sport In Africa,"Kopano Hse 3rd Flr Near Station, Main Mall, P.O.Box 1404, Gaborone, Botswana",+267 391 4960,https://www.localbotswana.com/company/8231/Supreme_Council_For_Sport_In_Africa,No description,No,,No,,
Synergy (pty) Ltd,"Plot 20681, Ramakukane Way, Broadhurst Ind Est, P.O.Box 725, Gaborone, Botswana",+267 390 2996,https://www.localbotswana.com/company/4785/Synergy_pty_Ltd,No description,No,,No,,
Sypol Investments,"Kagiso Ctr, Old Lobatse Rd, Gaborone, Botswana",+267 397 1618,https://www.localbotswana.com/company/922/Sypol_Investments,No description,No,,No,,
Systems And Information Technology (pty) Ltd,"Plot 74, P.O.Box 2232, Gaborone, Botswana",+267 390 7671,https://www.localbotswana.com/company/4251/Systems_And_Information_Technology_pty_Ltd,No description,No,,No,,
System Automation,"Phakalane Plot 43173 Caramba Business Park, P.O.Box 47456, Gaborone, Botswana",+267 390 2251,https://www.localbotswana.com/company/4358/System_Automation,No description,No,,No,,
Systems & Services Engineers,"Plot 17954 Lithuli Rd, P.O.Box 5411, Gaborone, Botswana",+267 316 1176,https://www.localbotswana.com/company/4838/Systems_Services_Engineers,No description,No,,No,,
Tafa & Co,"P.O.Box 2676, Gaborone, Botswana",+267 391 0180,https://www.localbotswana.com/company/8822/Tafa_Co,No description,No,,No,,
Tailormade Solution (pty) Ltd,"GICp Plot 163/4, Kgale View, Gaborone, Botswana",+267 390 2595,https://www.localbotswana.com/company/1691/Tailormade_Solution_pty_Ltd,No description,No,,No,,
Taj Fabrics,"Shop 85 Game City Kgale View, Gaborone, Botswana",+267 391 0717,https://www.localbotswana.com/company/4413/Taj_Fabrics,No description,No,,No,,
T A Publication,"Plot 4876 Ext11, Morupule Dve, Madibeng Ext 11, P.O.Box 40448, Gaborone, Botswana",+267 318 1263,https://www.localbotswana.com/company/6326/T_A_Publication,No description,No,,No,,
Tati Motors (pty) Ltd,"Along Gabane Rd., Gaborone West, P.O.Box 40921, Botswana",+267 393 4407,https://www.localbotswana.com/company/2216/Tati_Motors_pty_Ltd,No description,No,,No,,
Taurus Fitment Centre,"Plot 14467, Kamushongo Rd, Gaborone West I/Est, P.O.Box 149, Botswana",+267 390 2562,https://www.localbotswana.com/company/2496/Taurus_Fitment_Centre,No description,No,,No,,
Taurus Battery,"Plot 14467, Kamushongo Rd, Gaborone West I/Est, P.O.Box 149, Botswana",+267 390 0684,https://www.localbotswana.com/company/2502/Taurus_Battery,No description,No,,No,,
Taylor Consulting Services,"Plot 27925 Block 3 Morula Cres, P.O.Box 41541, Gaborone, Botswana",+267 392 2402,https://www.localbotswana.com/company/6109/Taylor_Consulting_Services,No description,No,,No,,
Team Prefabs & Mobiles,"Plot 42795, Phakalane, P.O.Box 402185, Gaborone, Botswana",+267 390 2520,https://www.localbotswana.com/company/466/Team_Prefabs_Mobiles,No description,No,,No,,
Teamwork (pty) Ltd,"Plot 68 Unit 2 G.I.C.P., P.O.Box 203382, Gaborone, Botswana",+267 397 4608,https://www.localbotswana.com/company/1697/Teamwork_pty_Ltd,No description,No,,No,,
Teak (pty) Ltd,"Plot 20742 #7, Pharathe Cres, Broadhurst Ind Est, P.O.Box 201312, Gaborone, Botswana",+267 318 2641,https://www.localbotswana.com/company/6814/Teak_pty_Ltd,No description,No,,No,,
Technology Holdings,"Plot 85 Unit 1 G.I.C.P., P.O.Box 81050, Gaborone, Botswana",+267 318 2494,https://www.localbotswana.com/company/4277/Technology_Holdings,No description,No,,No,,
Technology Group (pty) Ltd The,"Plot 104, Tlokweng, Gaborone, Botswana",+267 313 3777,https://www.localbotswana.com/company/4341/Technology_Group_pty_Ltd_The,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Techcity - Game City,"Shop 29, Riverwalk, Gaborone, Botswana",+267 391 0844,https://www.localbotswana.com/company/5050/TechcityGame_City,No description,No,,No,,
Technovision (pty) Ltd,"Plot 1239 Unit 2 Selassie Rd Btwn Bonanza and Dulux, Broadhurst, Gaborone, Botswana",+267 390 8645,https://www.localbotswana.com/company/5515/Technovision_pty_Ltd,No description,No,,No,,
Tectura International (pty) Ltd,"Tectura Studio Hse Unit 32 Kgale Mews, P.O.Box 401878, Gaborone, Botswana",+267 390 2960,https://www.localbotswana.com/company/6067/Tectura_International_pty_Ltd,No description,No,,No,,
Tek Marketing (pty) Ltd,"Plot 54225 Block 3 Ind, P.O.Box 40335, Gaborone, Botswana",+267 391 3665,https://www.localbotswana.com/company/3774/Tek_Marketing_pty_Ltd,No description,No,,No,,
Teletechniques,"Ext 10, Plot 3941, Next to University Of Botswana., P.O.Box 40817, Gaborone",+267 319 0805,https://www.localbotswana.com/company/4827/Teletechniques,No description,No,,No,,
Telecom Technologies,"Plot 22017 Kgomokasitwa Rd Gaborone West, Botswana",+267 313 3777,https://www.localbotswana.com/company/5718/Telecom_Technologies,No description,No,,No,,
Telecommunication Consultants India Limited,"Plot 1245 Haile Selassie Rd, Old Ind Sites, Gaborone, Botswana",+267 392 3311,https://www.localbotswana.com/company/6266/Telecommunication_Consultants_India_Limited,No description,No,,No,,
Tents And Tarpaulins (see - T And T Industries),"Plot 303234, Mogoditshane, P.O.Box 1469, Gaborone, Botswana",+267 391 2571,https://www.localbotswana.com/company/3675/Tents_And_Tarpaulins_seeT_And_T_Industries,No description,No,,No,,
